Client,Case Study or Client Story,Industry,Vertical,Product,Summary,Link,Quarter,Primary region
IKEA,Client story,Home Improvement/Furnishings,Brand,R&R,"Collects reviews in store via sweeps due to regional privacy laws disallowing PIE; 10,000 reviews in one store in 24 hours and customers lining up in store for hours to write a review ",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Em0QHm9mywBLh8sm7c5OEikBXWvoaV3nBrx_e6MeTtH6EA?e=OwDH3S,FY18 Q2,EMEA
Intuit,Client story,Software,Brand,R&R,Used API to build portal for advisors,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElD30FFvwXhEqnsgNhfNBjIByDlLyjEnLcF9zORHazjarQ?e=1pRMjb,FY19 Q1,NA
Jane Iredale,Client story,Health / Beauty,Brand,R&R,"Fast Stars and Review Highlights improves page load speed and conversions; Load speed is 3.6X faster, 10% conversion lift among those who interact with review highlights",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Em0QHm9mywBLh8sm7c5OEikBXWvoaV3nBrx_e6MeTtH6EA?e=OwDH3S,FY18 Q2,NA
Jared,Client story,Jewelry,Retail,,Amplification during COVID drives conversion,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
JBL/HARMAN,Client story,Consumer Electronics,Brand,Sampling,Sampling and Managed Services yields timely CGC and fuels pre-orders,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q1/Q2,NA
JD Williams,Client story,Apparel / Accessories,Retail,R&R,Mobile-responsive PIE,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q1/Q2,EMEA
JD Williams,Client story,Apparel / Accessories,Retail,R&R,Conversion impact / ROI,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q1/Q2,EMEA
Jeanswest,Client story,Apparel / Accessories,Retail,R&R,Sweeps in PIE resulted in lift in volume and conversion,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q1/Q2,APAC
JoAnn Fabrics,Client story,Speciality / Crafts / Art,Retail,R&R,Sweeps increases review volume and revenue,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,NA
John Frieda,Client story,Health / Beauty,Brand,"R&R,Sampling",Sampling and sweeps drives volume,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EjbIYQXgd81Ihk--Pf_b794BUyfLknKaXBaNYKYcr-pFnQ?e=lhVwuC,FY21 Q1,NA
Jurlique,Client story,Health / Beauty,Brand,R&R,Drive review volume and increased conversion rates,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElcJTDMa6RJKuwRnkDd7KdgB203SXb3R71C48drbDB1y8Q?e=Fa2ejw,FY18 Q4,APAC
Jurlique,Client story,Health / Beauty,Brand,Sampling,Client Managed Sampling Campaign ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,APAC
Justice,Client story,Apparel / Accessories,Brand,R&R,Inline ratings bring est. $4.2 M in increased revenue for Justice!,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EjbIYQXgd81Ihk--Pf_b794BUyfLknKaXBaNYKYcr-pFnQ?e=lhVwuC,FY21 Q1,NA
Karkkainen,Client story,Mass Merchant / Department Store,Retail,,Drives volume with In-Mail and MPS and increases review engagement by optimising the website,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
Karstadt,Client story,Mass Merchant / Department Store,Retail,R&R,"Enabling inbound syndication increased review volume, coverage and AOV",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q4,EMEA
Kate Spade,Client story,Apparel / Accessories,Retail,R&R,Sweeps increases review volume,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,NA
Kathmandu,Client story,Sporting Goods / Outdoors,Retail,R&R,"Uses expert reviews to prove high quality and validate high price point and increase interaction; 68% of expert reviews received 'helpful' votes, 53% of reviews have photos",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Em0QHm9mywBLh8sm7c5OEikBXWvoaV3nBrx_e6MeTtH6EA?e=OwDH3S,FY18 Q2,APAC
Kathmandu,Client story,Sporting Goods / Outdoors,Retail,R&R,Expert reviews,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElcJTDMa6RJKuwRnkDd7KdgB203SXb3R71C48drbDB1y8Q?e=Fa2ejw,FY18 Q4,APAC
Kathmandu,Client story,Sporting Goods / Outdoors,Retail,R&R,In-store PIE increases volume,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EqesuCdv7jtCiao_XV_jIucB5ybzR8XUOCjC7rVcjPp_fA?e=8Mpwnq,FY19 Q3,APAC
Kathmandu,Client story,Sporting Goods / Outdoors,Retail,R&R,"Increase of CTR, Open Rate and Potential New Customer Acquisition & Conversion and amplification",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,APAC
Kathmandu,Client story,Sporting Goods / Outdoors,Retail,Q&A,Kathmandu improves customer experience and identified gaps for product development by launching Q&A for all categories,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EjbIYQXgd81Ihk--Pf_b794BUyfLknKaXBaNYKYcr-pFnQ?e=lhVwuC,FY21 Q1,APAC
Kathmandu,Client story,Sporting Goods / Outdoors,Retail,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
Kendo,Client story,Health / Beauty,Brand,R&R,Review Highlights influences over $300k in revenue in a single month,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,NA
Kendra Scott,Client story,Jewelry,Brand,R&R,CGC Omnichannel Approach,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ErfaL71Z3v9Ekxl5v1-419ABJTP8M3mbNUqdQLQMIVpQ7Q?e=T6PuAG,FY18 Q1,NA
Kids II,Client story,Toys / Games / Hobbies,Brand,R&R,Operational success secures renewal and combats Power Reviews,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EqesuCdv7jtCiao_XV_jIucB5ybzR8XUOCjC7rVcjPp_fA?e=8Mpwnq,FY19 Q3,NA
Kiehl's France,Client story,Health / Beauty,Brand,R&R,Using physical stores and PIE to collect reviews the new recipe product before GO live,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElcJTDMa6RJKuwRnkDd7KdgB203SXb3R71C48drbDB1y8Q?e=Fa2ejw,FY18 Q4,EMEA
Kiehls,Client story,Health / Beauty,Brand,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
Kimberly Clark,Client story,CPG (Consumer Packaged Goods),Brand,R&R,Kimberly-Clark Tests Reviews in Digital Ads,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Emz2R3p7_-dJvykPGQLDynwBO_JeXVhMWE9aYou5KUDGHw?e=9kajrX,FY20 Q1/Q2,NA
King of Shaves,Client story,Health / Beauty,Brand,R&R,"Drove volume via incentive, resulting in PIE response rate increase from 1.2% to 7%, well beyond the health and beauty benchmark. The incentive was promoted outside of just PIE, and 53.9% of total volume is now organic. In addition, exponential amplification impact at key retailers enabled KoS to compete with bigger competitors",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Eg9ETkiwqnVNt8UA6-5qcHQBacRDICLAglbhDfv5_ydcoA?e=AOPMGZ,FY17 Q3,EMEA
King of Shaves,Client story,Health / Beauty,Brand,R&R,Sweeps via packaging increases review volume,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,EMEA
Kirkland’s,Client story,Home Improvement/Furnishings,Retail,R&R,Helped create an omnichannel shopping experience w/ in-store PIE with increased volume and revenue,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q1/Q2,NA
KraftHeinz,Client story,Food / Beverage / Drug,Brand,R&R,KraftHeinz prioritizes proactive collection to drive syndication numbers.,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Emz2R3p7_-dJvykPGQLDynwBO_JeXVhMWE9aYou5KUDGHw?e=9kajrX,FY20 Q1/Q2,NA
Kruidvat,Client story,Health / Beauty,Retail,R&R,"Supported the sales of high-margin, highly competitive products by running a sweepstakes to gather reviews for specific category",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q4,EMEA
L'Oreal,Client story,Health / Beauty,Brand,Managed Services,Product Feed work drives an increase in syndicated volume by 8X in one month ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ErfaL71Z3v9Ekxl5v1-419ABJTP8M3mbNUqdQLQMIVpQ7Q?e=T6PuAG,FY18 Q1,NA
L'Oreal Germany,Client story,Consumer Electronics,Brand,R&R,Sweepstakes drives review volume and helps build client champion,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElD30FFvwXhEqnsgNhfNBjIByDlLyjEnLcF9zORHazjarQ?e=1pRMjb,FY19 Q1,EMEA
L'Oreal Paris,Client story,Health / Beauty,Brand,R&R,Vending machines increases review volume,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,EMEA
La Senza,Client story,Apparel / Accessories,Retail,R&R,Conversion lift grows as La Senza implements review solicitation best practices,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,NA
Legendary Whitetails,Client story,Apparel / Accessories,Retail,Curations,"Use Curations to showcase their brand as everyday lifestyle apparel, which increased site engagement and conversion metrics and supports advocacy efforts",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q4,NA
Leifheit,Client story,Chemicals,Brand,Sampling,"Non-Ecom Leifheit leverages own Brand community and sampling
 to increase review volume and brand perception on retail channel ",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,EMEA
Lemi Shine,Client story,Hardware / Home Improvement,Brand,Sampling,Sampling success wins over retailers,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Em0QHm9mywBLh8sm7c5OEikBXWvoaV3nBrx_e6MeTtH6EA?e=OwDH3S,FY18 Q2,NA
Lennox,Client story,Hardware / Home Appliance Electronics,Brand,R&R,Lennox leverages Field Trial Program to drive volume for product launches,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EkEnXd_67tdGgyWtXFw5Lz4Bzwf49xsOycZk4ADgvP594A?e=Ri6hHU,FY18 Q3,NA
Lenovo,Client story,Consumer Electronics,Brand,R&R,Driving volume with ratings-only reviews and multi-product submission,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EqesuCdv7jtCiao_XV_jIucB5ybzR8XUOCjC7rVcjPp_fA?e=8Mpwnq,FY19 Q3,NA
Lenovo,Client story,Consumer Electronics,Brand,R&R,Best practices + feature adoption (MPS and In-Mail),https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Emz2R3p7_-dJvykPGQLDynwBO_JeXVhMWE9aYou5KUDGHw?e=9kajrX,FY20 Q1/Q2,NA
Leroy Merlin,Client story,Hardware / Home Improvement,Retail,R&R,"Used an A/B test that proved the conversion impact of reviews, leading to the implementation of offline PIE, which increased volume, improved ratings and decreased rejection rate",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q4,EMEA
Leroy Merlin,Client story,Hardware / Home Improvement,Retail,R&R,How Leroy Merlin used Translated Reviews feature to drive business impact across EMEA,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Emz2R3p7_-dJvykPGQLDynwBO_JeXVhMWE9aYou5KUDGHw?e=9kajrX,FY20 Q1/Q2,EMEA
Leroy Merlin,Client story,Hardware / Home Improvement,Retail,R&R,Leroy Merlin launched his tester club to gather insights and insure successful product launch,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,EMEA
LeTAO,Client story,Food / Beverage / Drug,Brand,R&R,Customer reviews increased qualified leads ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Emz2R3p7_-dJvykPGQLDynwBO_JeXVhMWE9aYou5KUDGHw?e=9kajrX,FY20 Q1/Q2,APAC
Levi’s,Client story,Apparel / Accessories,Brand,R&R,"Sweeps drove volume, traffic and ratings",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q1/Q2,NA
LG,Client story,Consumer Electronics,Brand,R&R,Increased ratings and volume,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ErfaL71Z3v9Ekxl5v1-419ABJTP8M3mbNUqdQLQMIVpQ7Q?e=T6PuAG,FY18 Q1,NA
LG,Client story,Consumer Electronics,Brand,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EtLswiQeifhKogW4nArBhiYBXeFruWY0yAhHzfA8HnuB7Q?e=vEKOZU,FY21 Q3,
Liebherr,Client story,Hardware / Home Appliance Electronics,Retail,R&R,Launches with a successful review collection volume R&W + InMail ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,APAC
Lifetime Products,Client story,CPG (Consumer Packaged Goods),Brand,R&R,Customer Service Insights and review volume,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ErfaL71Z3v9Ekxl5v1-419ABJTP8M3mbNUqdQLQMIVpQ7Q?e=T6PuAG,FY18 Q1,NA
Liftmaster (Chamberlain Group),Client story,Hardware / Home Improvement,Brand,Sampling,"They created 2 ads to run through Facebook, specifically targeting first time homebuyers and people who have showed interest in Sampling products in the past. One ad was more general and the second showed a rotating list of Liftmaster products – both were set to run for 10 days to include 2 full weekends.
Liftmaster had about 500 members join during the time the ads were running. For what they considered a very small spend, $350 total, giving them a $0.07 - $0.08 per conversion. The client was thrilled! This allowed them to run their first campaign in the fall of 2016, during which they collected 54 reviews out of 96 samples sent – even with the first PIE not sending. Despite the small technical difficulty, they are excited to expand into more campaigns in 2017.",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Eg9ETkiwqnVNt8UA6-5qcHQBacRDICLAglbhDfv5_ydcoA?e=AOPMGZ,FY17 Q3,NA
Lilly Pulitzer,Client story,Apparel / Accessories,Retail,R&R,Proves Staff Badging leaves a positive impression with consumers,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Em0QHm9mywBLh8sm7c5OEikBXWvoaV3nBrx_e6MeTtH6EA?e=OwDH3S,FY18 Q2,NA
Limited Brands,Client story,Apparel / Accessories,Retail,R&R,Created a custom database to generate in-depth weekly insight reports shared across the organization,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q4,NA
Logitech,Client story,Consumer Electronics,Brand,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EtLswiQeifhKogW4nArBhiYBXeFruWY0yAhHzfA8HnuB7Q?e=vEKOZU,FY21 Q3,
Lowes,Client story,Hardware / Home Improvement,Retail,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
Lululemon,Client story,Sporting Goods / Outdoors,Retail,R&R,Lululemon moves to a proactive strategy and sees higher rating & volume,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Eik7uj87Hv1Kvdj-NKFzGigBRPZzOLga5uVp_iEF7a68FA?e=Aytx3X,FY19 Q2,NA
Lululemon,Client story,Sporting Goods / Outdoors,Retail,R&R,Lululemon takes another step towards driving conversion with Hosted Authentication +InMail & MPS,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,NA
Macys,Client story,Mass Merchant / Department Store,Retail,R&R,Macy’s Leverages the Catalog Management App for Covid-19 Relief ”Products”,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,NA
Macys,Client story,Mass Merchant / Department Store,Retail,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
Manicare,Client story,Health / Beauty,Brand,"R&R,Sampling",Manicare Sampling Community ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EjbIYQXgd81Ihk--Pf_b794BUyfLknKaXBaNYKYcr-pFnQ?e=lhVwuC,FY21 Q1,APAC
Manicare,Client story,Health / Beauty,Brand,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EtLswiQeifhKogW4nArBhiYBXeFruWY0yAhHzfA8HnuB7Q?e=vEKOZU,FY21 Q3,
Manor,Client story,Mass Merchant / Department Store,Retail,Curations,"Curations increases engagement, interaction, and participation, including hashtags and in-store",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q1/Q2,EMEA
Manor,Client story,Mass Merchant / Department Store,Retail,Curations,Curations supports launch,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,EMEA
Marc Jacobs,Client story,Apparel / Accessories,Brand,Brand Edge,Brand Edge Enterprise Brand Community Sampling ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElcJTDMa6RJKuwRnkDd7KdgB203SXb3R71C48drbDB1y8Q?e=Fa2ejw,FY18 Q4,NA
Mark Styler,Client story,Apparel / Accessories,Brand,R&R,Separating one survey + review email into two emails,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q1/Q2,APAC
Markwins,Client story,Health / Beauty,Brand,R&R,Markwin’s Improves Catalog Data & Retail Impact,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,NA
Markwins,Client story,Health / Beauty,Brand,ReviewSource,"Markwins and its multiple brands combat struggling retail sales and aggressive competition by using ReviewSource to drive huge retail review volume increases and get more shelf space at retail. Ridiculous results, including 4,000 products received their first content; 1.5M syndicated reviews to 34 retailers.",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
Mattress Firm,Client story,Home Improvement/Furnishings,Retail,R&R,Internal BV success,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ErfaL71Z3v9Ekxl5v1-419ABJTP8M3mbNUqdQLQMIVpQ7Q?e=T6PuAG,FY18 Q1,NA
Mattress Firm,Client story,Home Improvement/Furnishings,Retail,R&R,Employee reviews,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,NA
Mattress Firm,Client story,Home Improvement/Furnishings,Retail,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
Maurices,Client story,Apparel / Accessories,Retail,R&R,"In-store PIE supports improves all metrics; +200% MoM volume, +25% product coverage, +55% online revenue driven by BV, +$14.6MM in annual revenue driven by Bazaarvoice",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Em0QHm9mywBLh8sm7c5OEikBXWvoaV3nBrx_e6MeTtH6EA?e=OwDH3S,FY18 Q2,NA
Maybelline France,Client story,Health / Beauty,Brand,Sampling,Maybelline France increases review volume thanks to Brand Community sampling,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,EMEA
Mazuri,Client story,Pets,Brand,R&R,In-Mail Submission creates immediate results ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Emz2R3p7_-dJvykPGQLDynwBO_JeXVhMWE9aYou5KUDGHw?e=9kajrX,FY20 Q1/Q2,NA
MECCA,Client story,Health / Beauty,Retail,Insights,MECCA gets insights from Q&A via the new Network Insights tool and identifies ways to address frequently asked questions preemptively by optimizing the review submission form and display; reduces resources needed to address answering so many questions. ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
Men's Wearhouse,Client story,Apparel / Accessories,Retail,R&R,Amplification lifts conversion,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ErfaL71Z3v9Ekxl5v1-419ABJTP8M3mbNUqdQLQMIVpQ7Q?e=T6PuAG,FY18 Q1,NA
Mens Wearhouse,Client story,Apparel / Accessories,Retail,R&R,Mens Wearhouse uses an A/B test to validate the impact of high review volume on conversions,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Eik7uj87Hv1Kvdj-NKFzGigBRPZzOLga5uVp_iEF7a68FA?e=Aytx3X,FY19 Q2,NA
Mens Wearhouse,Client story,Apparel / Accessories,Retail,R&R,In-mail submission increases volume,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EqesuCdv7jtCiao_XV_jIucB5ybzR8XUOCjC7rVcjPp_fA?e=8Mpwnq,FY19 Q3,NA
Merrick Pet Care,Client story,Pets,Brand,Sampling,"Sampling helps drive sales in retail channel; 165 new reviews, 4.6 avg rating, accounted for 86% of reviews, 90% lift in conversions",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Em0QHm9mywBLh8sm7c5OEikBXWvoaV3nBrx_e6MeTtH6EA?e=OwDH3S,FY18 Q2,NA
Metabo,Client story,Hardware / Home Improvement,Brand,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
Metabo,Client story,Hardware / Home Improvement,Brand,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
Metabo,Client story,Hardware / Home Improvement,Brand,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EtLswiQeifhKogW4nArBhiYBXeFruWY0yAhHzfA8HnuB7Q?e=vEKOZU,FY21 Q3,
Meyer,Client story,Hardware / Home Appliance Electronics,Brand,R&R,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
MG Finances,Client story,Apparel / Accessories,Brand,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EtLswiQeifhKogW4nArBhiYBXeFruWY0yAhHzfA8HnuB7Q?e=vEKOZU,FY21 Q3,
